mass_1_source mass_2_source a_1 a_2 spin_1x spin_2x spin_1y spin_2y spin_1z spin_2z cos_tilt_1 cos_tilt_2 phi_1 phi_2 phi_12 eccentricity mean_anomaly redshift ra dec detection_time cos_iota psi phi_orb mass_1_detector mass_2_detector luminosity_distance
3.847819901e+01 1.958722305e+01 4.905127585e-01 4.622547030e-01 4.702552408e-02 1.781521589e-01 -2.627460659e-02 4.450184479e-02 1.817295700e-01 3.004452884e-01 -1.481862068e-01 5.754072666e-01 5.063567162e-01 1.097161055e+00 2.817341566e+00 1.801732183e-01 1.745101690e+00 6.733066440e-01 1.627233066e-02 6.958758831e-01 4.121173828e+03 6.037733555e-01 2.346998155e-01 5.093765259e+00 6.438582604e+01 3.277543047e+01 4.180831885e+03
2.959987450e+01 1.385194492e+01 2.011231631e-01 1.513486207e-01 -4.273803830e-01 -1.867575012e-02 2.104012221e-01 -1.280759722e-01 -3.243576884e-01 -2.167139500e-01 8.614261150e-01 1.306779385e-01 1.105015278e+00 2.931467295e+00 4.230088234e+00 4.508560896e-02 3.137986958e-01 2.238394499e+00 2.854215622e+00 -1.012284756e-01 3.599719482e+03 1.648507118e-01 3.522066474e-01 9.510074258e-01 9.585607074e+01 4.485806224e+01 1.827816383e+04
5.216594696e+00 5.055883884e+00 1.123129763e-02 3.857224286e-01 -4.328325689e-01 3.483091891e-01 8.703922480e-02 -1.458510906e-01 -1.054667383e-01 -8.183626831e-02 -5.831468105e-01 5.771338940e-01 4.293353081e+00 4.459134102e+00 1.802807927e+00 9.556331486e-02 2.454862833e+00 1.803752422e+00 2.708763838e+00 -7.425930500e-01 2.511452637e+03 -9.672770500e-01 1.942699790e+00 4.707973480e+00 1.462604002e+01 1.417544669e+01 1.404372677e+04
7.113722229e+01 7.030733490e+01 6.465788484e-01 1.137448102e-01 -1.268050373e-01 -1.550766081e-01 -3.656610474e-02 9.735029191e-03 -8.535788953e-02 3.006715141e-02 -1.122782230e-01 7.013411522e-01 6.153401375e+00 4.614797115e+00 1.256644130e+00 2.707919180e-01 1.874142528e+00 2.784228325e-01 4.629454613e+00 3.819508553e-01 4.722387207e+03 -1.769249439e-01 6.344168186e-01 2.995205402e+00 9.094344922e+01 8.988250223e+01 1.469848840e+03
3.034349823e+01 2.064569473e+01 4.073966742e-01 8.882413805e-02 -5.971995592e-01 -2.049454898e-01 6.804583967e-02 -1.274470687e-01 -1.071484685e-01 8.443194628e-02 -9.755113125e-01 9.023432732e-01 5.461387634e+00 3.526661634e+00 3.431816339e+00 2.018181533e-01 4.419888020e+00 1.360306293e-01 5.045919895e+00 -4.542739391e-01 1.155020523e+02 6.894524097e-01 1.116865396e+00 5.057185888e-01 3.447114339e+01 2.345414158e+01 6.618600912e+02
5.347417831e+01 3.771303558e+01 1.607510149e-01 1.359374821e-01 -6.502630562e-02 -1.890016496e-01 1.781955361e-01 5.237456784e-02 -1.781433821e-02 2.128611803e-01 8.780279160e-01 -8.820030689e-01 3.155104160e+00 1.721357226e+00 2.638050079e+00 3.603815436e-01 2.662574291e+00 6.681566834e-01 2.613615036e+00 9.530491829e-01 5.517034912e+02 -8.308002949e-01 4.814935923e-01 2.523298025e+00 8.920330795e+01 6.291125236e+01 4.141927151e+03
6.351042557e+01 3.720024872e+01 3.770105243e-01 6.970946491e-02 1.022850629e-02 -2.939325571e-01 -2.647686005e-01 -5.030113086e-02 -2.224529982e-01 -1.450027078e-01 2.526111603e-01 4.527745247e-01 4.451738358e+00 1.513021946e+00 4.826657295e+00 7.788872719e-02 5.506068230e+00 4.171238244e-01 1.522528380e-01 9.869632721e-01 4.540685730e+02 -1.128497124e-01 2.338166475e+00 5.614284515e+00 9.000213717e+01 5.271735873e+01 2.352418073e+03
4.148107147e+01 3.041778755e+01 6.635373831e-02 2.911927402e-01 -3.220648766e-01 2.702821493e-01 -2.876477540e-01 1.038022637e-01 2.563082380e-03 3.096602857e-01 1.382939816e-01 9.268474579e-02 1.437701821e+00 3.407264948e-01 4.166360855e+00 1.211748347e-01 6.065960884e+00 1.901691854e-01 1.673446536e+00 9.962937832e-01 9.297001343e+02 -9.845058918e-01 2.473481178e+00 4.973236322e-01 4.936949304e+01 3.620231343e+01 9.562230271e+02
5.269207478e+00 5.202066422e+00 8.725246042e-02 1.540663093e-01 2.405837029e-01 1.145233121e-02 1.746015623e-02 -2.900015414e-01 1.095364466e-01 -2.068870068e-01 7.082476616e-01 -2.653129101e-01 3.284250736e+00 3.897376299e+00 5.806291103e+00 7.670280524e-03 1.494737029e+00 2.150274992e+00 5.395016670e+00 4.081082344e-02 1.725169434e+03 5.235323906e-01 2.027069807e+00 4.466303587e-01 1.659945254e+01 1.638793975e+01 1.740636840e+04
7.385694885e+01 5.331577301e+01 1.234540641e-01 5.264208093e-02 5.767318606e-02 1.866132170e-01 9.949705750e-02 -4.766368866e-01 -5.850733072e-02 2.456573695e-01 -9.931471348e-01 4.457294941e-01 8.559268713e-01 3.741004705e+00 3.841258764e+00 3.060514629e-01 1.549947619e+00 1.285434961e+00 9.859437346e-01 -5.734057426e-01 3.937966553e+03 6.545212269e-01 1.990197420e+00 3.369933367e+00 1.687952530e+02 1.218497316e+02 9.257886793e+03
4.360626602e+01 4.016912460e+01 4.291110933e-01 2.183682844e-02 -2.310715914e-01 3.200157583e-01 -2.000198215e-01 2.001643479e-01 1.509983744e-02 -1.917538606e-02 -7.185270786e-01 -9.572939873e-01 2.837609768e+00 4.896063805e+00 9.529578686e-01 2.793291509e-01 2.587494612e+00 4.637964368e-01 6.124924660e+00 -8.058121204e-01 1.489356934e+03 -1.793842316e-01 4.123341143e-01 7.013992667e-01 6.383069682e+01 5.879942146e+01 2.667846734e+03
4.157358170e+01 2.955032158e+01 4.197822511e-01 1.254561245e-01 1.185843572e-01 4.785213992e-02 -7.127310615e-03 -2.281289548e-01 -1.407742947e-01 -4.643572867e-01 5.404958725e-01 -6.289863586e-01 1.916066408e+00 6.129409790e+00 4.335234165e+00 1.976121590e-02 3.246914625e+00 1.108305335e+00 5.624115467e+00 7.142558098e-01 1.969671875e+03 8.570654392e-01 1.987910271e+00 2.443291426e+00 8.764980409e+01 6.230110064e+01 7.710213826e+03
6.670165253e+01 4.594861984e+01 3.602792323e-01 2.049854696e-01 -1.178111061e-01 -1.313541271e-02 8.400551975e-02 2.145966291e-01 2.226942629e-01 -8.640427142e-02 1.199982166e-01 9.359200001e-01 5.902702808e+00 1.842305779e+00 3.586853981e+00 1.035422906e-01 4.654697895e+00 3.099814355e-01 2.051776409e+00 4.840312004e-01 4.306487305e+03 5.709457397e-02 9.487480521e-01 1.849815369e+00 8.737792653e+01 6.019183898e+01 1.662971132e+03
4.148107147e+01 3.041778755e+01 6.635373831e-02 2.911927402e-01 -3.220648766e-01 2.702821493e-01 -2.876477540e-01 1.038022637e-01 2.563082380e-03 3.096602857e-01 1.382939816e-01 9.268474579e-02 1.437701821e+00 3.407264948e-01 4.166360855e+00 1.211748347e-01 6.065960884e+00 1.901691854e-01 1.673446536e+00 9.962937832e-01 9.297001343e+02 -9.845058918e-01 2.473481178e+00 4.973236322e-01 4.936949304e+01 3.620231343e+01 9.562230271e+02
6.406323242e+01 5.941405487e+01 1.156984791e-01 1.233606115e-01 -3.385693133e-01 1.128537804e-01 -6.786628067e-02 -2.905466221e-02 -8.823652752e-03 -2.756596208e-01 9.055104256e-01 -2.612783909e-01 6.179667950e+00 2.983243704e+00 1.755083799e+00 1.133247539e-01 2.053160667e+00 7.218204141e-01 5.871679306e+00 3.399925232e-01 2.417003784e+02 -4.967212677e-03 8.158249855e-01 2.616569042e+00 1.103053814e+02 1.023003326e+02 4.551134639e+03
3.270334244e+01 1.493421555e+01 1.384607702e-01 2.106271982e-01 -4.138928950e-01 -7.998409122e-02 3.323789537e-01 5.106815696e-01 -1.979424208e-01 -1.323156208e-01 2.522273064e-01 -3.332114220e-01 3.416625500e+00 3.866379976e+00 5.633347511e+00 5.279583111e-02 3.737873077e+00 1.980073214e+00 3.248772860e+00 4.589285851e-01 4.334655762e+02 -3.688607216e-01 1.168988943e+00 9.074298143e-01 9.745835479e+01 4.450505571e+01 1.574095108e+04
2.973855782e+01 1.565626717e+01 3.944492638e-01 2.188935876e-01 -2.347419262e-01 -2.427313775e-01 1.357286572e-01 -3.895051405e-02 -7.227303833e-02 3.966380376e-03 4.797768593e-02 -5.034449100e-01 2.848878860e+00 2.901261091e+00 6.104537487e+00 1.258789301e-01 5.023940563e+00 3.327394128e-01 9.121373296e-01 -6.455500126e-01 2.926980286e+02 -3.579139709e-03 1.478253007e+00 2.065601051e-01 3.963374808e+01 2.086572431e+01 1.805149013e+03
4.639142609e+01 4.229724121e+01 2.816756368e-01 3.668074012e-01 -1.946520656e-01 -2.008640319e-01 -2.559352852e-02 -1.885192655e-02 -9.263025224e-02 -8.219911903e-02 -4.776465893e-01 5.780444145e-01 2.915129185e+00 9.296725392e-01 5.883851528e+00 3.232206404e-01 3.976553917e+00 1.028701544e+00 4.590291500e+00 -9.432260990e-01 6.485708618e+02 4.748797417e-02 2.086076021e+00 3.745960951e+00 9.411435772e+01 8.580847854e+01 7.032948929e+03
7.113722229e+01 7.030733490e+01 6.465788484e-01 1.137448102e-01 -1.268050373e-01 -1.550766081e-01 -3.656610474e-02 9.735029191e-03 -8.535788953e-02 3.006715141e-02 -1.122782230e-01 7.013411522e-01 6.153401375e+00 4.614797115e+00 1.256644130e+00 2.707919180e-01 1.874142528e+00 2.784228325e-01 4.629454613e+00 3.819508553e-01 4.722387207e+03 -1.769249439e-01 6.344168186e-01 2.995205402e+00 9.094344922e+01 8.988250223e+01 1.469848840e+03
6.406323242e+01 5.941405487e+01 1.156984791e-01 1.233606115e-01 -3.385693133e-01 1.128537804e-01 -6.786628067e-02 -2.905466221e-02 -8.823652752e-03 -2.756596208e-01 9.055104256e-01 -2.612783909e-01 6.179667950e+00 2.983243704e+00 1.755083799e+00 1.133247539e-01 2.053160667e+00 7.218204141e-01 5.871679306e+00 3.399925232e-01 2.417003784e+02 -4.967212677e-03 8.158249855e-01 2.616569042e+00 1.103053814e+02 1.023003326e+02 4.551134639e+03
7.113722229e+01 7.030733490e+01 6.465788484e-01 1.137448102e-01 -1.268050373e-01 -1.550766081e-01 -3.656610474e-02 9.735029191e-03 -8.535788953e-02 3.006715141e-02 -1.122782230e-01 7.013411522e-01 6.153401375e+00 4.614797115e+00 1.256644130e+00 2.707919180e-01 1.874142528e+00 2.784228325e-01 4.629454613e+00 3.819508553e-01 4.722387207e+03 -1.769249439e-01 6.344168186e-01 2.995205402e+00 9.094344922e+01 8.988250223e+01 1.469848840e+03
6.832637024e+01 6.390560532e+01 2.203959972e-01 2.620436847e-01 7.553535700e-02 -2.859707177e-01 4.336708784e-02 -2.026357651e-01 -7.593079656e-02 -2.330834419e-02 -6.129269600e-01 -5.542397499e-01 4.620271683e+00 2.367466450e+00 5.998633385e+00 1.339798272e-01 5.059935570e+00 7.287433743e-01 1.364641428e+00 -3.938040733e-01 3.426470215e+03 6.980354786e-01 1.052883863e+00 3.881465197e+00 1.181187598e+02 1.104763918e+02 4.604525676e+03
6.217911530e+01 5.668934631e+01 1.213383600e-01 1.785581410e-01 2.587034367e-02 -9.997091442e-02 6.859283149e-02 2.454266548e-01 2.746353149e-01 2.637366354e-01 -8.482170105e-01 1.709609032e-01 3.879937172e+00 4.047981262e+00 6.264080524e+00 2.819588184e-01 1.562292099e+00 8.003723621e-01 3.431993723e+00 1.334571838e-01 2.487862793e+03 8.406085968e-01 1.896865010e+00 3.709171534e+00 1.119455607e+02 1.020619323e+02 5.164590320e+03
5.824121952e+00 5.334978580e+00 7.548677176e-02 5.371198431e-02 1.582729071e-01 -1.565511525e-01 -3.966641799e-02 2.724449039e-01 3.284864128e-01 -1.866116538e-03 8.141906261e-01 -9.571061134e-01 2.583514452e+00 2.483835459e+00 3.796980858e+00 2.468131483e-02 3.765178442e+00 2.170497417e+00 2.293654919e+00 6.541211605e-01 6.401539917e+02 2.722620964e-02 2.077302933e+00 3.768935442e+00 1.846536361e+01 1.691453581e+01 1.760588121e+04
3.252090073e+01 1.024687481e+01 4.778351262e-02 1.681795120e-01 3.586927950e-01 -2.907367051e-01 6.937524676e-02 -1.736680716e-01 -1.594139189e-01 9.326117486e-02 2.101159096e-02 9.362668991e-01 6.049350739e+00 1.735661149e+00 9.086447358e-01 6.116770580e-02 4.316042900e+00 2.170288801e+00 3.604707479e+00 -9.896705151e-01 4.148248535e+03 -2.287600040e-01 2.635254383e+00 2.526304722e-01 1.031006474e+02 3.248555246e+01 1.760382131e+04
3.034349823e+01 2.064569473e+01 4.073966742e-01 8.882413805e-02 -5.971995592e-01 -2.049454898e-01 6.804583967e-02 -1.274470687e-01 -1.071484685e-01 8.443194628e-02 -9.755113125e-01 9.023432732e-01 5.461387634e+00 3.526661634e+00 3.431816339e+00 2.018181533e-01 4.419888020e+00 1.360306293e-01 5.045919895e+00 -4.542739391e-01 1.155020523e+02 6.894524097e-01 1.116865396e+00 5.057185888e-01 3.447114339e+01 2.345414158e+01 6.618600912e+02
3.612132263e+01 3.009314537e+01 2.448555380e-01 3.594042957e-01 -3.329518810e-02 1.120040640e-01 2.487977594e-01 3.036586940e-01 -7.002502680e-02 -3.136598766e-01 -2.521266937e-01 -7.159111500e-01 2.146268368e+00 4.030176640e+00 2.766210794e+00 5.218926445e-02 2.519543409e+00 2.853290141e-01 2.038568497e+00 -8.936491013e-01 4.263732910e+03 9.645709991e-01 9.863051176e-01 3.220183134e+00 4.642778401e+01 3.867959287e+01 1.511702133e+03
6.351042557e+01 3.720024872e+01 3.770105243e-01 6.970946491e-02 1.022850629e-02 -2.939325571e-01 -2.647686005e-01 -5.030113086e-02 -2.224529982e-01 -1.450027078e-01 2.526111603e-01 4.527745247e-01 4.451738358e+00 1.513021946e+00 4.826657295e+00 7.788872719e-02 5.506068230e+00 4.171238244e-01 1.522528380e-01 9.869632721e-01 4.540685730e+02 -1.128497124e-01 2.338166475e+00 5.614284515e+00 9.000213717e+01 5.271735873e+01 2.352418073e+03
5.261622906e+00 5.123251915e+00 1.517952830e-01 3.960738704e-02 -2.836848795e-02 -5.181554705e-02 1.082438882e-02 3.614316508e-02 -2.306360304e-01 -2.556677535e-02 -2.266247272e-01 -4.866290092e-02 5.314738750e+00 3.455939054e+00 3.759941339e+00 5.076636374e-02 6.039011955e+00 1.612770200e+00 5.162231445e+00 -8.023557663e-01 2.349132080e+03 4.007463455e-01 1.114194393e+00 1.547899008e+00 1.374741153e+01 1.338587993e+01 1.224172282e+04
2.884938622e+01 1.860307693e+01 4.417890608e-01 1.325006131e-02 -1.327777356e-01 -7.932069898e-02 2.620055676e-01 3.173496425e-01 -7.357368618e-02 -7.364135236e-02 -4.757809639e-01 6.876535416e-01 1.895976305e+00 3.407358646e+00 4.150095463e+00 1.002901122e-01 3.439300358e-01 3.269500434e-01 1.388230205e+00 -9.276494980e-01 1.394354736e+03 -1.551103592e-02 1.482015371e+00 2.366397679e-01 3.828169429e+01 2.468535375e+01 1.768753950e+03
5.356731415e+01 3.902706528e+01 2.161202729e-01 3.285104409e-02 3.890386522e-01 -2.668197826e-02 -2.815452870e-03 1.074690148e-01 2.226426601e-01 1.561082602e-01 1.573555470e-01 7.427926064e-01 3.986767530e+00 8.261572719e-01 4.951696873e+00 1.320442855e-01 6.095013142e+00 5.009138584e-01 1.909176230e+00 -7.118496895e-01 2.456525879e+03 -1.430265903e-01 2.461604834e+00 3.928604364e+00 8.039992416e+01 5.857626313e+01 2.924728451e+03
7.632469177e+01 3.839755249e+01 3.764597774e-01 1.522074491e-01 -1.398633569e-01 6.677542329e-01 -1.965520717e-02 -4.801604450e-01 4.555044323e-02 -1.121512204e-01 4.213328362e-01 -5.237112045e-01 5.093943596e+00 6.088298798e+00 1.853277326e+00 1.504206061e-01 5.371921539e+00 7.417892218e-01 5.995294571e+00 -4.761118889e-01 2.200057861e+03 1.640686989e-01 1.546094656e+00 1.209290028e+00 1.329415255e+02 6.688044307e+01 4.705499769e+03
4.148107147e+01 3.041778755e+01 6.635373831e-02 2.911927402e-01 -3.220648766e-01 2.702821493e-01 -2.876477540e-01 1.038022637e-01 2.563082380e-03 3.096602857e-01 1.382939816e-01 9.268474579e-02 1.437701821e+00 3.407264948e-01 4.166360855e+00 1.211748347e-01 6.065960884e+00 1.901691854e-01 1.673446536e+00 9.962937832e-01 9.297001343e+02 -9.845058918e-01 2.473481178e+00 4.973236322e-01 4.936949304e+01 3.620231343e+01 9.562230271e+02
6.670165253e+01 4.594861984e+01 3.602792323e-01 2.049854696e-01 -1.178111061e-01 -1.313541271e-02 8.400551975e-02 2.145966291e-01 2.226942629e-01 -8.640427142e-02 1.199982166e-01 9.359200001e-01 5.902702808e+00 1.842305779e+00 3.586853981e+00 1.035422906e-01 4.654697895e+00 3.099814355e-01 2.051776409e+00 4.840312004e-01 4.306487305e+03 5.709457397e-02 9.487480521e-01 1.849815369e+00 8.737792653e+01 6.019183898e+01 1.662971132e+03
1.034586334e+01 1.001360226e+01 6.940407157e-01 4.945749883e-03 3.198070228e-01 6.200138852e-02 6.859979779e-02 3.526514471e-01 1.977568120e-01 3.011169136e-01 3.033406734e-01 6.539158821e-01 4.558773041e+00 3.743322134e+00 3.128361464e+00 9.800725430e-02 2.816304207e+00 1.990184039e-01 5.741564274e+00 -7.952780724e-01 4.278469727e+03 -7.336854935e-02 1.229862809e+00 4.794365883e+00 1.240488055e+01 1.200649340e+01 1.005884852e+03
7.226146698e+01 6.477928162e+01 1.137555912e-01 1.484438125e-02 5.298827961e-02 -3.794610128e-02 2.039407939e-01 -1.328457594e-01 7.861591876e-02 -2.415247727e-03 4.645037651e-01 3.987929821e-01 1.657085776e+00 2.697207332e-01 3.512943387e-01 4.136964306e-02 6.799063087e-01 1.180608153e+00 7.950057983e-01 1.668066978e-01 1.416663330e+03 -5.223011971e-01 2.575861931e+00 4.781917095e+00 1.575739441e+02 1.412582297e+02 8.335514758e+03
1.024472237e+01 5.285232067e+00 1.290340573e-01 1.392201334e-01 -7.411207259e-02 8.660653979e-02 -3.203270957e-02 2.172097713e-01 -1.791174561e-01 1.274620444e-01 7.813639641e-01 -1.422910690e-01 2.624321461e+00 3.836910009e+00 5.980401993e+00 3.173664585e-02 1.687530994e+00 9.819081426e-02 5.162842274e+00 -4.963612556e-01 1.733324097e+03 -8.389027119e-01 1.117515206e+00 1.229067683e+00 1.125066000e+01 5.804193307e+00 4.661762034e+02
5.888166904e+00 5.185588360e+00 9.170220047e-02 1.883519292e-01 2.253594846e-01 1.578693539e-01 -1.890277863e-01 -2.104561180e-01 -5.813639164e-01 -1.224879846e-01 -4.836959839e-01 -1.049184799e-02 4.609389782e+00 1.181354046e+00 3.201638937e+00 7.350691408e-02 2.799183846e+00 1.978951812e+00 1.114810824e+00 3.152055740e-01 4.234689026e+02 4.141068459e-01 2.471157789e+00 1.114992857e+00 1.754056547e+01 1.544761784e+01 1.573006316e+04
4.680910873e+01 2.018620872e+01 2.178988904e-01 5.223302841e-01 -2.204434872e-01 -3.555446491e-02 -2.053137869e-01 2.085404694e-01 1.338601559e-01 5.023840070e-02 -3.843791485e-01 7.788491249e-01 6.121677160e-01 2.110138893e+00 6.968842149e-01 5.585761741e-02 4.843366146e+00 1.683748841e+00 2.550602674e+00 6.500225067e-01 4.131125000e+03 -6.241576672e-01 2.303184986e+00 2.900557756e+00 1.256238913e+02 5.417471428e+01 1.290670958e+04
7.886188507e+01 5.411412811e+01 2.544186711e-01 3.439091444e-01 -2.834347188e-01 -3.235614896e-01 5.001145601e-02 -2.060155869e-01 -1.617545187e-01 -1.831814349e-01 7.834868431e-01 -2.367854118e-02 3.833828449e+00 2.904452562e+00 4.890880108e+00 2.747761607e-01 4.406157017e+00 7.462931871e-01 2.230594635e+00 9.752752781e-01 2.834767578e+03 8.166368008e-01 2.388291359e-01 7.738184333e-01 1.377159726e+02 9.449913325e+01 4.740469079e+03
6.351042557e+01 3.720024872e+01 3.770105243e-01 6.970946491e-02 1.022850629e-02 -2.939325571e-01 -2.647686005e-01 -5.030113086e-02 -2.224529982e-01 -1.450027078e-01 2.526111603e-01 4.527745247e-01 4.451738358e+00 1.513021946e+00 4.826657295e+00 7.788872719e-02 5.506068230e+00 4.171238244e-01 1.522528380e-01 9.869632721e-01 4.540685730e+02 -1.128497124e-01 2.338166475e+00 5.614284515e+00 9.000213717e+01 5.271735873e+01 2.352418073e+03
5.302730560e+01 3.512801361e+01 2.419004887e-01 4.103485346e-01 -1.432486176e-01 -1.039731875e-01 -4.801968113e-02 3.808599710e-02 -1.329404861e-01 9.724367410e-02 4.966220856e-01 -8.366181850e-01 1.644026756e+00 5.572016239e+00 3.121585131e+00 7.884561270e-02 3.885392189e+00 5.792666674e-01 6.275201797e+00 6.285901070e-01 1.951516968e+03 3.157234192e-01 7.022958398e-01 2.805180550e+00 8.374425620e+01 5.547650099e+01 3.483383848e+03
6.950276852e+00 5.608336449e+00 1.364092827e-01 6.941433251e-02 -4.489442334e-02 3.710492551e-01 -3.283607587e-02 1.694334298e-01 -4.490421414e-01 -1.836491823e-01 9.897589684e-01 -5.057687759e-01 6.112394333e+00 8.663935661e-01 3.728515625e+00 1.896474510e-01 2.915266037e+00 1.875582933e+00 6.064176083e+00 6.610496044e-01 1.228350342e+03 -8.617620468e-01 3.014904976e+00 9.560430646e-01 1.998609750e+01 1.612723658e+01 1.473149481e+04
7.632469177e+01 3.839755249e+01 3.764597774e-01 1.522074491e-01 -1.398633569e-01 6.677542329e-01 -1.965520717e-02 -4.801604450e-01 4.555044323e-02 -1.121512204e-01 4.213328362e-01 -5.237112045e-01 5.093943596e+00 6.088298798e+00 1.853277326e+00 1.504206061e-01 5.371921539e+00 7.417892218e-01 5.995294571e+00 -4.761118889e-01 2.200057861e+03 1.640686989e-01 1.546094656e+00 1.209290028e+00 1.329415255e+02 6.688044307e+01 4.705499769e+03
2.006659126e+01 5.264667988e+00 1.415683478e-01 2.178568393e-01 -1.705752462e-01 5.347035825e-03 -9.914117306e-02 -2.671135366e-01 -1.476725340e-01 1.388155073e-01 4.220819473e-01 -2.234160900e-01 2.059893608e+00 5.146246433e+00 3.983399153e+00 1.977189034e-01 1.715284944e+00 1.948990703e+00 5.245588303e+00 -5.037183762e-01 4.293642578e+03 -6.851153374e-01 3.028857231e+00 5.244227886e+00 5.917619107e+01 1.552545695e+01 1.543959405e+04
2.656439590e+01 2.125607300e+01 1.934862584e-01 2.730557323e-02 -1.465676278e-01 -1.771965176e-01 -1.670335531e-01 3.165205568e-02 -1.050999686e-01 8.346158080e-03 6.696498394e-01 3.105015755e-01 1.278653145e+00 3.832018137e+00 3.399864733e-01 8.981700242e-02 4.223049164e+00 2.944392264e-01 5.677099228e+00 4.335367680e-01 4.940868164e+03 -5.730304718e-01 4.306782186e-01 5.505052090e+00 3.438599608e+01 2.751469469e+01 1.567265210e+03
7.759012604e+01 7.315402985e+01 2.824815512e-01 5.665400624e-01 -1.211513430e-01 1.668225825e-01 -6.373959780e-02 8.214087784e-02 -8.821989596e-02 5.368439015e-03 4.972996712e-01 -6.145143509e-02 4.669337273e+00 6.264604568e+00 3.327447176e+00 2.701084130e-02 5.264932513e-01 1.644012213e+00 2.823604822e+00 -1.244814396e-01 8.304657593e+02 -2.883124352e-01 3.079571724e+00 1.282945752e+00 2.051492408e+02 1.934201483e+02 1.253370727e+04
2.158881187e+01 1.533526421e+01 3.809338808e-02 1.540374160e-01 -3.289943635e-01 -2.060896605e-01 -7.163595408e-02 -1.958332583e-02 -2.805636264e-02 -1.960552782e-01 4.030632973e-01 -3.834192753e-01 7.853075266e-01 1.797551394e+00 5.675203800e+00 1.998061985e-01 1.456803918e+00 1.976089835e+00 6.239958286e+00 -3.399958611e-01 8.443788452e+02 1.891794205e-01 1.605269790e+00 5.994145393e+00 6.425024357e+01 4.563912392e+01 1.570228087e+04
2.818000984e+01 1.154455566e+01 2.983377874e-01 3.469434008e-02 1.337766498e-01 -8.554893732e-02 3.210400417e-02 3.338076174e-01 1.279824227e-01 5.729332194e-02 -3.786840439e-01 -4.598519802e-01 1.827520251e+00 2.649626017e+00 3.348244190e+00 1.200666055e-01 6.083019733e+00 1.960989088e-01 5.476807594e+00 -2.620105743e-01 1.763451782e+03 3.689212799e-01 1.967394054e-01 1.309261680e+00 3.370607902e+01 1.380843043e+01 9.894537694e+02
7.208569527e+00 6.910477161e+00 3.533281386e-02 2.402555496e-01 1.610991955e-01 -2.365955114e-01 -3.504263237e-02 2.023525089e-01 -4.057638720e-02 1.883489341e-01 3.554224968e-01 -2.840952873e-01 2.404728413e+00 5.714331627e+00 2.680393219e+00 3.898457810e-02 2.258913994e+00 2.037287235e+00 4.370554924e+00 2.836420536e-01 3.051522949e+03 -9.742956161e-01 9.728464484e-01 1.752550602e+00 2.189449621e+01 2.098910407e+01 1.629796421e+04
3.302739716e+01 3.244205856e+01 5.279856324e-01 2.777574360e-01 2.743299305e-01 5.065706000e-02 2.845009863e-01 -4.767155647e-01 -9.917625040e-02 -2.229068279e-01 -6.545341015e-01 2.791428566e-01 3.320184648e-01 5.384731770e+00 2.986109495e+00 9.061571956e-02 3.650154591e+00 7.166045308e-01 6.129644394e+00 -5.719439983e-01 3.936835449e+03 -4.311227798e-01 1.598552227e+00 6.090375781e-01 5.669497960e+01 5.569018472e+01 4.510997805e+03
2.818000984e+01 1.154455566e+01 2.983377874e-01 3.469434008e-02 1.337766498e-01 -8.554893732e-02 3.210400417e-02 3.338076174e-01 1.279824227e-01 5.729332194e-02 -3.786840439e-01 -4.598519802e-01 1.827520251e+00 2.649626017e+00 3.348244190e+00 1.200666055e-01 6.083019733e+00 1.960989088e-01 5.476807594e+00 -2.620105743e-01 1.763451782e+03 3.689212799e-01 1.967394054e-01 1.309261680e+00 3.370607902e+01 1.380843043e+01 9.894537694e+02
4.101148987e+01 3.615174103e+01 5.861741900e-01 2.538482845e-01 -5.807669833e-02 2.265546173e-01 1.599982940e-02 -1.242088601e-01 -1.294859052e-01 -1.520834770e-02 4.357249737e-01 -2.043366432e-02 1.553384781e+00 5.406865120e+00 2.429337353e-01 1.384093016e-01 1.365059376e+00 6.081436276e-01 1.766310036e-01 1.434874535e-02 3.542268311e+03 -4.955859184e-01 2.855022669e+00 6.277217388e+00 6.595236609e+01 5.813719196e+01 3.694559531e+03
1.024472237e+01 5.285232067e+00 1.290340573e-01 1.392201334e-01 -7.411207259e-02 8.660653979e-02 -3.203270957e-02 2.172097713e-01 -1.791174561e-01 1.274620444e-01 7.813639641e-01 -1.422910690e-01 2.624321461e+00 3.836910009e+00 5.980401993e+00 3.173664585e-02 1.687530994e+00 9.819081426e-02 5.162842274e+00 -4.963612556e-01 1.733324097e+03 -8.389027119e-01 1.117515206e+00 1.229067683e+00 1.125066000e+01 5.804193307e+00 4.661762034e+02
7.017223358e+01 3.309412003e+01 4.652396590e-02 1.108678207e-01 -1.339672655e-01 -3.653376102e-01 -3.586214408e-02 -9.075766057e-02 -4.827081691e-03 2.347008288e-01 -8.021168709e-01 -9.445014000e-01 4.505087435e-01 2.125000238e+00 1.057770371e+00 5.885300413e-02 1.897156000e+00 4.158964157e-01 4.472242355e+00 3.042824268e-01 8.882051392e+02 -4.787492752e-01 1.860571146e+00 6.208573341e+00 9.935661401e+01 4.685784593e+01 2.344240985e+03
